id;titulo;titulo_ingles;valoracion;generos;tipo
35964;Basilisk: Ouka Ninpouchou;Basilisk: The Ouka Ninja Scrolls;5.51;Action|Drama|Historical|Martial Arts;TV
35965;Baja no Studio;;6.96;Fantasy|Magic;OVA
35968;Wotaku ni Koi wa Muzukashii;Wotakoi: Love is Hard for Otaku;8.06;Slice of Life|Comedy|Romance;TV
35971;Onyankopon;;4.54;Music|Comedy|School;ONA
35972;Fairy Tail: Final Series;Fairy Tail Final Series;8.23;Action|Magic|Adventure|Fantasy|Comedy|Shounen;TV
35974;Swan;Swan;5.44;Music;Music
35975;Hope: Suiso Shakai to, Korekara no Energy no Hanashi;;5.00;Slice of Life;ONA
35976;Shinmai 'FUREAI' Net. Concept Movie;Shinmai 'FUREAI' Net. Concept Movie;4.26;Slice of Life;ONA
35978;Namae no Nai hi;A Nameless Day;4.43;Music;Music
35979;Windy;Windy;5.23;Music;Music
35980;Oh! 96-kku;Oh! Crock;4.21;Music|Slice of Life;ONA
35981;Kino;Kino;5.12;Slice of Life;ONA
35982;Gundam Build Fighters: GM no Gyakushuu;;7.29;Action|Sci-Fi|Mecha;ONA
35983;Harukana Receive;Harukana Receive;6.87;Sports|Slice of Life;TV
35984;Mahou Shoujo Lyrical Nanoha: Detonation;;7.98;Action|Comedy|Drama|Magic|Super Power;Movie
35985;Dibetagurashi: Ahiru no Seikatsu - Ahiru no Sumu Shima;;5.78;Comedy|Slice of Life;ONA
35988;Dame x Prince Anime Caravan;Damepri Anime Caravan;6.64;Adventure|Comedy|Romance;TV
35992;Super Mario no Shouboutai;;5.30;Kids;OVA
35994;Satsuriku no Tenshi;Angels of Death;6.92;Adventure|Horror|Psychological|Thriller;TV
35996;Naeil-eun Pyeongbeomhae Jilgeoya;I Will Be Normal Tomorrow;5.17;Romance|Sci-Fi;Special
35997;Märchen Mädchen;Maerchen Maedchen;5.46;Fantasy|Magic|School;TV
35999;Dia Horizon (Kabu);;4.77;Action|Adventure|Magic|Fantasy;TV
36000;Sora to Umi no Aida;Between the Sky and Sea;4.86;Adventure|Fantasy|Sci-Fi|Space;TV
36001;Alice or Alice: Siscon Niisan to Futago no Imouto;;5.42;Seinen|Slice of Life;TV
36002;Otona no Ikkyuu-san 2nd Season;;5.00;Comedy|Historical;TV
36003;Kimoshiba 2;;5.50;Comedy|Kids;TV
36005;Mainichi JK Kikaku Episode 0;;N/A;School;Special
36006;Mainichi JK Kikaku;;N/A;School;TV
36009;Two Car;TWOCAR;5.69;Sports;TV
36010;Heartful Maman The Animation;;6.66;Hentai;OVA
36016;Cogimyun;Cogimyun;4.13;Kids|Fantasy;ONA
36018;Dia Horizon;;3.92;Game|Parody;ONA
36021;Joleobban;;5.29;No genres have been added yet.;Movie
36022;Cardfight!! Vanguard G: Z;Cardfight!! Vanguard G Z;6.64;Action|Game|Shounen;TV
36023;Persona 5 the Animation;;6.77;Action|Supernatural|Fantasy;TV
36027;Ousama Game The Animation;King's Game;5.17;Dementia|Supernatural|School|Drama|Horror|Mystery;TV
36028;Golden Kamuy;;7.73;Action|Adventure|Historical|Seinen;TV
36029;Hakyuu Houshin Engi;Hakyu Hoshin Engi;5.71;Adventure|Demons|Fantasy|Shounen|Supernatural;TV
36030;Yoiko no Rekishi Anime: Ookina Kabu (Kabu);;5.97;Comedy|Parody;Movie
36032;Air Soushuuhen;Air: Memories;6.43;Supernatural|Drama|Romance;Special
36033;Kagirohi: Shaku Kei - Another;;6.55;Hentai;OVA
36037;Senran Kagura Shinovi Master: Tokyo Youma-hen;Senran Kagura: Shinovi Master;6.38;Action|Comedy|Ecchi|School;TV
36038;Net-juu no Susume;Recovery of an MMO Junkie;7.82;Game|Comedy|Romance;TV
36039;A.I.C.O.: Incarnation;;6.89;Action|Sci-Fi;ONA
36040;Knights of the Zodiac: Saint Seiya;;N/A;Sci-Fi|Adventure|Fantasy|Shounen;ONA
36043;Net-juu no Susume Special;Recovery of an MMO Junkie Special;7.51;Game|Comedy|Romance;Special
36049;Dagashi Kashi 2;Dagashi Kashi 2;6.99;Slice of Life|Comedy|Shounen;TV
36050;Ikezu;Mean;5.59;Music|Comedy;Music
36051;Hitozuma Life: One Time Gal;;6.29;Hentai;OVA
36052;Kyonyuu Daikazoku Saimin;;7.07;Hentai;OVA
36054;Teekyuu 9 Specials;;6.36;Comedy|Sports|Shounen;Special
36055;Ashita Aou ne;;3.50;Music|Kids;Music
36056;Amaryllis;;3.76;Music;Music
36057;Eto wa Merry-Go-Round;;4.07;Music|Kids;Music
36061;I'm Coming;I'm Coming;5.21;Music;Music
36062;Soccer;Soccer;5.00;Music|Sports;Music
36063;Universal Mind;Universal Mind;4.07;Music;Music
36064;Fate/Grand Order CMs;Fate/Grand Order;7.26;Action|Fantasy;Special
36065;Jirijiri;Jirijiri;4.38;Music;Music
36066;The Sun Sank;The Sunk Sank;4.76;Music;Music
36067;Halfway;Halfway;5.54;Music;Music
36069;Echolocation;Echolocation;5.51;Music;Music
36070;Hunger;;4.23;Music;Music
36071;Rabbit;;3.90;Music;Music
36072;Human Gift;Human Gift;3.66;Music;Music
36073;Aiseki Mogol Girl;;4.26;Comedy;TV
36074;Endless Summer;;5.39;Music;Music
36077;Macross Δ Movie: Gekijou no Walküre;;6.92;Action|Space|Mecha|Military|Music|Sci-Fi;Movie
36078;Beat in Love;Beat in Love;5.38;Music;Music
36079;Parasol Life;;3.60;Music;Music
36080;Metamorphosis;Metamorphosis;3.30;Music;Music
36081;Tengoku;Heaven;4.68;Music;Music
36082;Toshi Keikaku;City Planning;4.65;Music;Music
36083;Lostorage Conflated WIXOSS: Missing Link;;6.74;Game|Psychological;OVA
36084;Tonari no Tonari;Tonari no Tonari;4.06;Music;Music
36085;Owakare;Loop of Farewell;3.85;Music;Music
36086;Toyoichi;Toyoichi;4.14;Music;Music
36087;Nerenai!!!;;4.35;Music;Music
36088;Kaijuu;KAIJYU;5.02;Music;Music
36089;9;9;5.37;Music;Music
36090;Humanoid Girl;Humanoid Girl;5.45;Music;Music
36091;Ghana;Ghana;4.33;Music;Music
36092;Alluptoyou;Alluptoyou;5.06;Music;Music
36093;Car Radio;Car Radio;4.70;Music;Music
36094;Hakumei to Mikochi;Hakumei and Mikochi;7.62;Slice of Life|Fantasy|Seinen;TV
36095;Mirror Mirror (Bombs BiS);Mirror Mirror (Bombs BiS);5.52;Music;Music
36096;Ice Fist;Ice Fist;5.01;Music|Dementia;Music
36097;Happy Forest;;5.15;Slice of Life|Fantasy;ONA
36098;Kimi no Suizou wo Tabetai;I want to eat your pancreas;7.99;Drama;Movie
36099;The Gift;The Gift;5.06;Fantasy|Kids;ONA
36101;Watashi ga Nakou Hototogisu;;5.50;Music;Music
36102;Halved;Halved feat Chip King(The Body);4.62;Music;Music
36103;Nandaku Mou;Nandaku-mou;4.24;Music;Music
36104;Haha no Supporter;Mother's Supporter;6.19;Drama;ONA
36106;Shingeki no Kyojin: Lost Girls;Attack on Titan: Lost Girls;7.87;Action|Drama|Fantasy|Horror|Supernatural;OVA
36107;Shirotan: Shirotan ga Ippai!;;7.09;Kids;ONA
36108;Takunomi.;Takunomi;6.42;Comedy|Slice of Life;TV
36109;Boku dake no Hentai Kanojo Motto♥ The Animation;;6.28;Hentai;OVA
36112;Dragon Quest X: Boukensha-tachi no Kiseki;;5.50;Game|Slice of Life;ONA
36113;Love;Love;3.38;Music;Music
36114;Saishuu Densha featuring Izumi Makura;Saisyu Densha featuring Izumi Makura;4.36;Music;Music
36115;Nosferatu;Nosferatu;4.18;Dementia|Music;Music
36116;Tsuugakuro;;4.66;Music;Music
36117;Katte ni Shiyagatte;Breathless;4.92;Music|Dementia;Music
36118;Onagawa Chuu Baske Bu: 5-nin no Natsu;;5.15;Sports;Special
36119;Uma no Friends;;6.43;Comedy|Sports|Fantasy;ONA
36121;Ikkyuu Nyuukon;Only My Oppai Soul;6.90;Harem|Hentai;OVA
36122;Ryuudouji Shimon no Inbou;;6.40;Hentai;OVA
36124;Itou Junji: Collection;The Junji Ito Collection;6.18;Comedy|Demons|Drama|Horror|Mystery|Psychological|School|Supernatural|Thriller;TV
36125;Uchiage Hanabi;;7.89;Music;Music
36127;Animation de Tsutaeru: Hibakusha kara no Tegami;;6.12;Historical|Drama;Special
36129;Oyoge! Taiyaki-kun;;3.76;Kids|Music;Music
36130;DJ Nobunaga;DJ Nobunaga;5.07;Historical;ONA
36132;Taka no Tsume: Tokyo Comic Con 2017 no Ouen-dan ni Shuunin Kettei!;;4.11;Comedy|Parody;ONA
36135;Oretacha Youkai Ningen;;4.30;Demons|Horror|Parody;TV
36136;Crystal Clear;;6.50;Music|Space;Music
36137;Succubu-ist Story The Animation;;6.45;Hentai;OVA
36139;Hibakusha kara no Tegami;Letters from Hibakusha;5.44;Historical|Drama;Special
36144;Garo: Vanishing Line;GARO -VANISHING LINE-;7.28;Action|Demons|Fantasy|Supernatural;TV
36145;Tottoko Hamtarou: Anime Dechu!;;6.43;Adventure|Shoujo;OVA
36148;Wangu Xian Qiong;Everlasting Immortal Firmament;7.10;Adventure|Comedy|Fantasy|Shounen;ONA
36151;Gohan Suki;;5.73;Slice of Life;ONA
36152;Inagawa Junji no Sugoku Kowai Hanashi;;5.86;Horror|Supernatural;ONA
36155;Bibury;Bibury;5.75;Slice of Life;ONA
36156;Keifuku-san;;6.06;Fantasy;ONA
36157;Gokiburi Taisou;Cockroach Calisthenics;4.73;Dementia|Music|Sports;ONA
36158;Nowhereland;Nowhereland;5.26;Music|Dementia;Music
36159;Hachiko↑Dance;Hachiko↑Dance;4.75;Music;Music
36160;Yaoguai Mingdan 2nd Season;;8.04;Action|Comedy|Romance|Fantasy;ONA
36161;Annyeong, Jeonwoochi! Dosoolrobotdaegyeoljeon;;4.44;Sci-Fi|Kids|Martial Arts;Movie
36162;Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen;;5.57;Slice of Life;Special
36163;Aoi Triton;;5.76;Fantasy|Shounen;Special
36166;Fireball Humorous;;5.65;Sci-Fi|Comedy;TV
36169;World's End Umbrella;World's End Umbrella;6.31;Music;Music
36170;Wonderland to Hitsuji no Uta;Wonderland to Hitsujinouta;5.70;Music;Music
36172;Sajou no Yumekui Shoujo;Sajyo no Yumekui Syoujyo;4.74;Music;Music
36173;Suna no Wakusei feat. Hatsune Miku;DUNE feat. Hatsune Miku;7.01;Music;Music
36175;Diary;Diary;6.05;Music;Music
36180;Clock Lock Works;Clock Lock Works;5.49;Music;Music
36181;Christmas Morgue;Christmas Morgue;5.40;Music;Music
36182;Abstract feat. Alkama;Abstract feat. Alkama;5.22;Dementia;Movie
36183;It Seems like a Frog;It seems like a frog;4.34;Music;Music
36184;Feng Ling Yu Xiu;Spirit Wind Elegance;7.18;Adventure|Martial Arts;ONA
36185;Lan Mo De Hua;Lan Mo's Flower;6.82;Magic|Romance|School;ONA
36186;The iDOLM@STER Prologue SideM: Episode of Jupiter;The iDOLM@STER Side M: Episode of Jupiter;7.29;Music;Special
36191;Boku wa Sonzai Shiteinakatta;;5.92;Music;Music
36194;Starship Troopers: Red Planet;Starship Troopers: Traitor of Mars;6.64;Action|Military|Sci-Fi;Movie
36196;Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season;;6.15;Comedy|Fantasy|Parody;TV
36197;Infini-T Force Movie: Gatchaman - Saraba Tomo yo;;6.59;Action|Sci-Fi|Seinen|Super Power;Movie
36198;Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.;My Matchmaking Partner Is My Student and a Troublemaker;5.60;Hentai|Romance|Ecchi|School;TV
36204;Tokimeki Restaurant☆☆☆ MIRACLE6 Movie;;6.00;Music|Romance;Movie
36214;Asagao to Kase-san.;;7.98;Romance|School|Shoujo Ai;OVA
36215;One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken;;8.06;Action|Adventure|Comedy|Super Power|Drama|Fantasy|Shounen;Special
36220;Itsudatte Bokura no Koi wa 10 cm Datta.;Our love has always been 10 centimeters apart.;7.66;Comedy|Drama|Romance|School;TV
36221;Plus Kouji;;5.78;Slice of Life;Special
36223;New My Tear CL Series;;5.37;Slice of Life;ONA
36225;Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation;;7.32;Hentai;OVA
36226;Kai Feng Qitan: Zhege Baogong Bu Taixing;;5.67;Action|Comedy|Historical;ONA
36228;Anisama;;6.04;Adventure|Comedy|Fantasy;ONA
36229;Rainbow Signal: Hi-Fi Set;Rainbow Signal: Hi-Fi Set;6.12;Music|Romance|Fantasy;Music
36231;Hinomaru!;Hinomaru!;6.46;Adventure|Comedy|Fantasy;TV
36232;Glory Days;Glory Days;6.87;Action|Music|Mecha;Music
36233;Kuusou Suizokukan;Kuusou Suizokukan;5.33;Kids;ONA
36234;Panpaka Pants Matsuri Movie: Purin Ara, Domo;;5.00;Comedy|Kids;Movie
36239;Sono Me ga Mitsumeru Mono;;5.32;Fantasy|Shounen;ONA
36240;Scratch x One Piece Film: Gold;Scratch x One Piece Film: Gold;5.96;Fantasy|Shounen;Special
36241;One Piece Film: Gold - Cine Mike Popcorn Kokuchi;;6.15;Fantasy|Shounen;Special
36242;TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou;;5.99;Fantasy|Shounen;ONA
36245;Evil or Live;Evil or Live;6.01;Psychological|School;TV
36246;Monsuto Anime: Kieyuku Uchuu-hen;Monster Strike The Fading Cosmos;6.44;Action|Fantasy|Game;ONA
36248;Don't Cry;Don't cry;5.81;Music|Slice of Life|School|Seinen;Music
36249;Kyak Kyak Kyak Flamenco;;4.21;Music;Music
36250;Baka to Test to Shoukanjuu Mini Anime;;6.84;Comedy|School|Super Power;Special
36252;Library Cross Infinite;;N/A;Game|Romance;TV
36254;Jukujo Shigan;;5.75;Hentai;OVA
36256;Katainaka ni Totsuidekita ○-ssia Musume to H Shimakuru Ohanashi;;7.20;Hentai;OVA
36259;Pingu in the City;Pingu in the City;8.58;Comedy|Kids|Slice of Life;TV
36261;Daiyoshi P Produce Ashita no Jobuubu;;4.91;Slice of Life|Comedy|Parody;ONA
36264;Drive Car;;4.32;Dementia|Music;Music
36265;Sylvanian Families: Mini Story;;4.75;Kids|Slice of Life;TV
36266;Mahou Shoujo Site;;6.55;Drama|Horror|Psychological|Supernatural;TV
36267;Uchuu Senkan Tiramisù;;6.37;Space|Mecha|Comedy|Sci-Fi|Slice of Life;TV
36269;Detective Conan: Anti-Crime Guide;;6.88;Kids;OVA
36270;Minna no Jouhou Moral;;5.33;Kids|School;OVA
36271;Yuukai Boushi Animation Eiga: Akazukin-chan Chanto Check;;6.00;Kids;OVA
36272;Manichi ga Tsurai Kimochi Wakarimasu ka: Yurusenai! Net Ijime;;7.00;Kids;OVA
36273;Mimi-chan no Te to Te to Te;;4.00;Kids|Drama;OVA
36274;Nyani ga Nyandaa Nyandaa Kamen no Yuukai Boushi: Miiko-chan Chanto Check!!;;7.50;Kids;OVA
36275;Natsume Yuujinchou Roku Specials;;8.47;Slice of Life|Supernatural|Drama|Fantasy|Shoujo;Special
36278;Gokiburi Hime;Cockroach Princess;5.54;Sci-Fi;ONA
36279;The Curlydog Story;The Curlydog Story;4.77;Kids;Special
36280;Usatalk;Usatalk;4.41;Dementia;ONA
36281;Lilt;Lilt;3.84;Music;ONA
36286;Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow;;7.86;Drama|Fantasy|Psychological|Thriller;OVA
36287;Doraemon Eigo Kyoushitsu;Early English with Doraemon;N/A;Kids;Special
36288;Glamorous Heroes;Glamorous Heroes;4.78;Action|Game;TV
36289;Daybreak Interlude;Daybreak Interlude;7.12;Music;Music
36290;Xiang Ling Ji;;6.57;Action|Demons|Fantasy;ONA
36291;Ling Yu;;6.77;Fantasy;ONA
36292;Apron Hero;;3.91;Music|Kids;Music
36293;Uchuu no Uta;;4.07;Music|Space;Music
36294;Kana Kana ka na;;4.62;Music;Music
36296;Hinamatsuri;;8.34;Comedy|Supernatural|Sci-Fi|Slice of Life|Seinen;TV
36297;Hachigatsu no Cinderella Nine (PV);;5.48;Music|Sports;ONA
36298;Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!;;5.15;Comedy|Parody|Mecha;Special
36299;Oniichan ni Natchatta;;3.23;Music;Music
36300;Oniichan Zurui;;3.60;Music;Music
36301;Oyama no Taishou;;3.57;Music;Music
36302;Candy no Yume;;4.12;Music|Kids;Music
36305;Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai - Kinyoubi no Ohayou;;7.11;Romance|School;Special
36308;Blade Runner: Black Out 2022;;7.05;Sci-Fi|Thriller;ONA
36309;Butlers: Chitose Momotose Monogatari;;5.74;Comedy|School|Supernatural;TV
36310;Gomen ne Chitchi;;2.80;Kids;OVA
36311;Mirai Shouboushi Kyuuta;;4.00;Kids;OVA
36312;Nyanpara no Nakama-tachi;;4.00;Kids;OVA
36313;Shouka Robo Zeres: Fire Dragon wo Taose!;;5.50;Kids|Mecha|Sci-Fi;OVA
36314;Honou no Senshi: Firegirl;;5.00;Kids|Sci-Fi;OVA
36315;Mushi Mushi Mura no Nakama-tachi: Minna Ii Toko Arun Da yo;;6.50;Kids;OVA
36316;Shichisei no Subaru;Seven Senses of the Re'Union;6.26;Action|Fantasy|Game|Sci-Fi;TV
36317;Gaikotsu Shotenin Honda-san;Skull-face Bookseller Honda-san;7.16;Slice of Life|Comedy;TV
36318;Quanzhi Fashi 2nd Season;;6.66;Action|Magic|Fantasy|School;ONA
36321;Itsumo Kokoro ni Hohoemi wo;;2.80;Kids;OVA
36322;Shippai Ippai mo Ikkai;;5.40;Kids;OVA
36323;Kimari no Nai Kuni;;4.00;Kids;OVA
36324;Nijiiro no Fushigina Ishi;;5.50;Kids;OVA
36325;Wao-kun no Hane;;5.50;Kids;OVA
36326;Tamagawa Kyoudai;;6.63;Historical;OVA
36327;Fate/Apocrypha: Seihai Daisen Kaimaku-hen;;6.39;Action|Historical|Supernatural|Drama|Magic|Fantasy;Special
36339;Nissin no Donbei x Kemono Friends;;6.27;Comedy;ONA
36345;AOTU Shijie 2;;6.45;Action|Sci-Fi|Adventure|Fantasy;ONA
36347;Gomennasai;;4.52;Music|Kids;Music
36348;Cat's Eye Love;;3.58;Music|Kids;Music
36349;Gum Shaara;;3.12;Music|Kids;Music
36350;Kuma no Nuigurumi;;5.00;Music;Music
36351;Kotatsu Musume de Teketekete;;3.35;Music;Music
36352;Gomen yo! Wanwan;;4.06;Music|Kids;Music
36353;Sabishi Gariya-san Konnichiwa;;3.69;Music;Music
36354;Saraba Seishun;;4.31;Music;Music
36355;Snowdrop;;4.69;Music;Music
36356;Tanoshii ne;;3.63;Music|Kids;Music
36357;Chibikko Cowboy;;2.94;Music|Kids;Music
36358;Tsubiregg Tsuburegg March;;3.46;Music;Music
36359;TV ga Kita hi;;3.00;Music;Music
36360;Hasami Togi;;4.13;Music|Kids;Music
36361;Bubble Bath;;4.22;Music|Kids;Music
36362;Hamburger no Tsukurikata;;4.05;Music|Kids;Music
36368;Katasumi no Uroko;Scutes on my mind;6.52;Adventure|Drama|Fantasy;ONA
36369;Ginga Eiyuu Densetsu: Die Neue These - Seiran 1;;N/A;Action|Drama|Military|Sci-Fi|Space;Movie
36370;Ginga Eiyuu Densetsu: Die Neue These - Seiran 2;;N/A;Action|Drama|Military|Sci-Fi|Space;Movie
36371;Ginga Eiyuu Densetsu: Die Neue These - Seiran 3;;N/A;Action|Drama|Military|Sci-Fi|Space;Movie
36372;Hiromi;;4.88;Music|Kids;Music
36373;Pink Jumon;;5.20;Magic|Music;Music
36374;Flamingo Waltz;;4.12;Music|Kids;Music
36375;Furusato no Nai Aki;;4.67;Music|Kids;Music
36376;Hedler no Yama;;4.47;Music|Kids;Music
36377;Bokunchi no Chabo;;3.21;Music|Kids;Music
36378;Hotaru Koi;;3.47;Music|Kids;Music
36380;Power Powan;;5.00;Music;Music
36381;Ponta Monogatari;;3.72;Music|Supernatural;Music
36382;Mama Gomennasai;;3.24;Music|Kids;Music
36383;Mama no Earring;;4.06;Music;Music
36384;Mama no Kekkon;;3.73;Music;Music
36385;Minna no Umi;;3.77;Music;Music
36386;Meiwaku Danchi;;3.80;Music|School;Music
36387;Yasashii Kaze;;4.15;Music;Music
36388;Yasashi-sa no Tamatebako;;3.73;Music;Music
36389;Yukai na Mezamashi Tokei;;3.36;Music;Music
36390;Reset;;4.36;Music;Music
36391;Lu La La;;3.42;Music;Music
36392;Waga Na wa Cowboy;;4.16;Music;Music
36393;One Nyan Monogatari;;4.25;Music;Music
36394;Wonderful World: Ganmen Shintaisou;;3.86;Music;Music
36395;Ichiendama no Tabigarasu;;4.58;Adventure|Music|Samurai;Music
36396;Ima demo Senchou to Yobarete iru Senchou no Yoru;;3.33;Music|Kids;Music
36397;Shiyan Pin Jiating;Frankenstein Family;6.44;Sci-Fi|Slice of Life;ONA
36398;Na mo Nai Hana no Youni;;3.75;Music;Music
36399;Yumehito: Yumejin;;4.08;Music;Music
36400;Koinu no Blue;;4.41;Music;Music
36401;Kozou no Koushin;Baby Elephant Walk;4.37;Music;Music
36402;Chiisana Tegami;;3.84;Music|Kids;Music
36403;Kawa wa Dare no Mono?;;4.94;Music;Music
36404;Attakai, Fuyu Canada;;6.41;Slice of Life;ONA
36407;Kenja no Mago;;N/A;Action|Comedy|Fantasy|Magic;TV
36409;Yodel no Onna;;5.63;Music|Comedy;TV
36410;Littleforestmello;Littleforestfellow;5.25;Kids;ONA
36411;Mushinin;Mushinin;6.09;Samurai|Shounen;ONA
36418;Koneko no Chi: Ponponra Dairyokou;;6.49;Slice of Life;TV
36419;Katsugeki/Touken Ranbu Movie;;N/A;Action|Samurai|Fantasy;Movie
36423;Zhandou Wang Zhi Jufeng Zhan Hun;Infinity Nado;6.27;Action|Kids|Shounen;TV
36424;Princess Principal: Ange Report;;6.60;Action|Mystery;ONA
36425;Zhandou Wang Zhi Jufeng Zhan Hun 2;Infinity Nado 2;5.94;Action|Kids|Shounen;TV
36427;Zhandou Wang Zhi Jufeng Zhan Hun 3;Infinity Nado 3;5.33;Action|Kids|Shounen;TV
36428;Zhan Guo FAN;;5.65;Super Power|Magic|Martial Arts|Fantasy;ONA
36429;Zhen Gyi Hong Shi;World Peacekeepers;6.18;Action|Military|Sci-Fi|Adventure|Mecha;TV
36431;One Room 2nd Season;;6.33;Slice of Life;TV
36432;Toaru Majutsu no Index III;A Certain Magical Index III;7.56;Action|Magic|Sci-Fi|Super Power;TV
36436;Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei;;6.16;Action|Military|Sci-Fi|Space|Mecha;Movie
36439;Sword Art Online Movie: Ordinal Scale - Sword Art Offline;;7.17;Comedy;Special
36440;Ku Pao Ying Xiong;;5.98;Action|Adventure|Fantasy|Game|Magic;TV
36443;Bokura no Ashita: Freeter no Genjou ni Kansuru Wakamono e no Shuuchi Kouhou Jigyou;;4.05;Slice of Life;ONA
36444;Touken Ranbu: Hanamaru - Makuai Kaisouroku;;6.65;Action|Slice of Life|Comedy|Historical|Drama|Fantasy;Movie
36447;Lord of Vermilion IV;;5.60;Fantasy|Game;ONA
36451;Still;Still;5.92;Music;Music
36455;Wo De Tian Jie Nv You;My Cultivator Girlfriend;6.81;Adventure|Super Power|Supernatural|Romance|Fantasy;ONA
36456;Boku no Hero Academia 3rd Season;My Hero Academia 3;8.70;Action|Comedy|School|Shounen|Super Power;TV
36458;Soukou Musume;;N/A;Action|Fantasy|Military;TV
36461;Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation;;6.62;Hentai;OVA
36464;Oshushi Da yo;Oshushidayo;5.10;Comedy|Slice of Life;ONA
36466;Digimon Adventure tri. 6: Bokura no Mirai;Digimon Adventure tri. Future;7.32;Action|Adventure|Comedy|Drama;Movie
36468;Shoujo Shuumatsu Jugyou;;6.51;Comedy|Parody|School;ONA
36470;Tada-kun wa Koi wo Shinai;Tada Never Falls in Love;7.60;Comedy|Romance|Slice of Life;TV
36473;Love Live! Sunshine!! Recap;;6.98;Music;Special
36474;Sword Art Online: Alicization;Sword Art Online: Alicization;8.13;Action|Adventure|Fantasy|Game|Romance;TV
36475;Sword Art Online Alternative: Gun Gale Online;;7.32;Action|Fantasy|Game|Military|Sci-Fi;TV
36480;Drifters (OVA);Drifters;7.64;Action|Adventure|Comedy|Historical|Samurai|Fantasy|Seinen;OVA
36483;B-Project: Zecchou*Emotion;;N/A;Music|Shoujo;TV
36485;Princess Principal Picture Drama;;6.39;Action|Drama|Mystery;Special
36486;Lalala Lala-chan ★Uchuu ni Muchuu★;;5.60;Adventure|Kids|Fantasy;TV
36489;Beachside Lover;Beachside Lover;3.91;Music;Music
36491;Doupo Cangqiong;;7.49;Action|Adventure|Comedy|Supernatural|Romance;ONA
36492;Road to You: Kimi e to Tsuzuku Michi;;6.81;Drama|Romance;ONA
36493;Esoragoto Spiral;A Fiction Spiral;6.21;Music|Psychological|School;Music
36494;Mekakucity Records;Mekakucity Records;7.68;Music|Psychological|Sci-Fi;Music
36497;Overlord: Ple Ple Pleiades Theatrical Version;;6.94;Action|Comedy|Magic|Fantasy;Special
36498;Arslan Senki (TV): Fuujin Ranbu - 4-koma Gekijou;;6.38;Comedy;Special
36500;Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season;The Idolm@ster Cinderella Girls Theater (Web) 2nd Season;6.56;Comedy;ONA
36501;MahoYome Episode 0;;6.01;Parody;ONA
36502;MahoYome;;6.65;Parody;ONA
36506;Fuwafuwa Hour: Pui Pui & Muu Muu;;4.50;Fantasy|Kids;TV
36510;Ulysses: Jehanne Darc to Renkin no Kishi;Ulysses: Jeanne d'Arc and the Alchemist Knight;5.81;Action|Fantasy;TV
36511;Tokyo Ghoul:re;;7.34;Action|Psychological|Supernatural|Mystery|Drama|Horror|Seinen;TV
36513;Rokuhoudou Yotsuiro Biyori;;7.65;Seinen|Slice of Life;TV
36515;Dies Irae: To the Ring Reincarnation;;6.14;Action|Super Power|Magic;ONA
